Message,Date
"Acura's model giving options standard BMW Audi charge for, much lower price. purchased revamped MDX came 2007 - think 1st one Acura introduced sh-awd. Paid under50K fully loaded. Similarly equipped BMW Audi north 65K. quite car magazine reviews put MDX best terms handling X5 due sh-awd. priority, made decision easier. still going strong nothing regular scheduled maintenance. said, still compare driving RWD BMW me. drive TLX compare 320i got. Here's another review TLX - http://www.digitaltrends.com/car-reviews/2015-acura-tlx-review/, recommending get four cylinder v6. say: V6 model Tim Duncan, four-cylinder Chris Paul.",August 2014
"BMW gotten bad rap suspension/handling F30 F10 cars easy fix this, order Dynamic Handling Package (DHP BMW language) cost $1,400. BMW past criticized ""harsh"" ride was, F30 went little softer (more this) however, DHP allows BMW best worlds, creating softer ride keeping sporting handling. Graphic I'm surprised 4 series drove this. F30 get DHP 320, change, sales 320i exceeded BMW sale projection 2015 new options color choices available it. BMW dealer hosting Ultimate Driving Experience next week, reserved 3 cars, M235i, 428 Grand Coupe 5 series Activehybrid. regarding F30 soft ride, house unique chance driving two cars two different mind sets. Ricks Genesis 320i. think Rick enough seat time cars see first hand difference them. Latley, would say last 3 months Rick driving car little picking airport it, tells ride 320 better feel, ""planted"" feel road ride controlled Genesis also Rick says steering better feel.",August 2014
"I'm thinking brainwashing it, new technology cars stated real issues winter tires cars.",August 2014
"Yeah.. everything manual calls for, cheaper.. Mine goes back October... 35K miles it... I'll probably get hit tires... I'm 5/32 now..",August 2014
"Heck, I've run poor fools say can't buy RWD car need something drive rain. first thought joking, serious. suggested really needed public transit...",August 2014
Wow! steering Genesis must light-years beyond horrible...,August 2014
"FN, think people interest winter tires, outside ""nuts"" live Alaska huge snow areas. Even there, AWD tires seems preferable. NJ. one swaps here, unless dedicated hi po summer rubber, half time either. fun see snow!",August 2014
"@flightnurse‌ Yes RWD cars fitted dedicated winter tires fine white stuff falls. @kyfdx @roadburner RWD BMWs ZERO problems getting around. agree @stickguy. part, people want bothered. included. want RWD BMW, MB, Lexus, Infiniti special order North East. I'm also sure put hefty, non-refundable deposit too. 2 Winters (1 Mild, 1 Mild) AWD Season Tires I'm impressed. BMW's X-Drive transparent works well hard pressed know power sent front. car passed lease end inspection minutes ago. time Inline 6 powered 328xi almost up.",August 2014
"say that, really hard explain, two car companies different philosophy comes cars perform. get wrong, Genesis great car, earlier year drive San Diego weekly one drive took Genesis soaked miles... E class would, like F30 F10 does. feel people state steering F30 really is, worse best...",August 2014
"Big statement stick... time Bimmerfest would say different, people pure performance tires winter tires winter rims swap out. Like you, go route much trouble, people do!",August 2014
"Flight control major tom-Big statement slick, really? true said - flight use sources Beamer fest make points, live az. 320xis leased along rest bmws country, people leasing really going throw extra 2k tires/rims car own? - swap car given extra rims. Never past- see benefits summer nd winters.",August 2014
discussing motorcycles?,August 2014
"really test drive actual C class, A4. three always classic three ""European Sedans"" test drive. CLA front wheel drive piece fodder aimed yuppies know better want luxury car putter around town in. Yes, A4 also normally front wheel drive, spent decades perfecting AWD cars. A4 AWD good car drive. http://www.guideautoweb.com/en/specifications/compare/12087,7634/ little sobering, actually. 320i weak engine given price pay. BMW stop selling make 328i entry level model. (the 0-60 Mustang? listed, 5.7 seconds)",August 2014
"Yeah....my sister looking load one up, think somewhere low $40s range. door around $37K, maybe? Pickins getting slim, given '15s right around corner. '14 get get. wants mineral white tan leather, plus nag, winter pack, etc. '14 gets $1K incentive. '15 order, get exactly wants....no $1K incentive. Really surprised suspension CLA......it felt closer Cobalt Mercedes.....no exaggeration.",August 2014
"standard passenger seat? Sorry, resist. I'm sure sister perfectly nice person. easy take shot...",August 2014
"Pickins getting slim, given '15s right around corner dealer really wants make sell, dealer trade, take MSRP - 7% good start 3 series, subtract 1K that. since previous BMW owner might give another 1K off. buying leasing? know MSD's?",August 2014
"320 really considered bmw sort mini limo, without leather? - tell yr sis look a3 - get way standard better looking rig-",August 2014
"heck fast people need go? reading comments expecting something akin 1985 Colt (68 HP baby! ). first 2 links said 6.7 7.1 (x drive) AT. guess seems dangerous always spend little 328, chip.",August 2014
"Stick, 320i goes 0-60 6.7 sec, faster Hyundai Sonata Turbo Kia Optima Turbo 274hp. Stops 60-0 106 feet. Overall I'm happy car, extra boost added given 320i needed. 2015, 320i get power boost, officially BMW stated it, talk 200-210hp, 328i also getting power boost too. new M3/4 nice cars, practical? people say yes say no. BMW wont problem selling every single one. again, people happy buying used car others don't. 320 sold well BMW I'm sure continue so.",August 2014
"'03 325i pretty loaded up.. MSRP around $38K... 184 HP 0-60 7.1 seconds... pretty quick.. 11 years later, get performance 320i price? Sounds good me.... car 327 HP.. can't say fun '03 325i.",August 2014
"seriously considered a3 going 320i. feel a3 faster (though numbers say supposedly is) even though think 220hp. Also a3 lease lot expensive, range 328i more. biggest issue could get used audi awd system. Never able take exit like wanted to, slow lot used rwd bmw. still check out. may like it.",August 2014
"Sister buyer. inherit car gene did. Jag 12 years. So, MSDs enter it. ""wants"" bit different ""price"" buyer......mineral white, tan leather, nav, xDrive. makes loaded 320i. And, price wise, creep 328i territory. But, speed demon. think salesperson hit head said 320i car BMW wants sell hook people brand, regardless coming from. Really good suspension toss able, much lighter previous 335i coupe. Audi table based hearing experience. C class underwhelming....still $45K car equipment added on, felt ponderous compared 320i. CLA......really good looking car.....but reality thing going it. shocked Jag (XF?) looked sticker close $60K. sure paid ""S"" type dozen years ago, think would big jump. So, Jag table. We'll see turns out.",August 2014
"Yeah, '13 XF stickered ~$65k, paid significantly less. Big incentives '13 XF ($6500, $1975 '14 zip code), find one would buy last year's model new... Still, 6 cylinder, I'd imagine price would still high $40s, low $50s '13. But, ya never know...",August 2014
"live little town 20 miles north CBD Cincinnati. routes get home CBD (approximately wife work), include I-71, looping around north south sort going east I-275 heading back road (or seems) Wooster Pike SR 50. OK, much info hand, must say virtually impossible use relatively small fraction potential S4 SQ5. had, 5 seconds, thought would cool change supercharger pulley engine management software torque horsepower. end? opportunities push S4 -- I, far, literally overtake every car mentioned hi-ways roads. ""joy"" punching freeway entrance ramp something would love -- unfortunately acceleration quick (sub 50-seconds 100kph) overtake everything end hitting brakes hard. give feeling deep wells power torque cars offer -- must say, become virtually impossible ""play with"" power offered sane unselfish manner. Tuning Auidi S's ""35"" BMW engines would certainly boost power, torque therefore increase ""accelerative"" force overall thrust -- reached point see merit chipping, changing exhaust system, etc, since can't use (and enjoy) factory force available. assume frustrations ""enjoyed"" certain Cadillac, Mercede, Volvo, Porsche ""sported up"" model owners -- least live medium large US city. finally get modern ""hot rod"" literally tap fraction capabilities. Kind drag.",August 2014
two favorite cars garage fastest(MS3) slowest(Club Sport). absolutely problem pushing either edge respective performance envelopes- that's HPDEs for!,August 2014
